Time Step,Time Stamp,Electric Load (kW),PV power (kW),Grid Serving Load (kW),PV Serving Load (kW),Wind Serving Load (kW),Battery Discharging (kW),PV Charging Battery (kW),Wind Charging Battery (kW),Grid Charging Battery (kW),PV Exporting to Grid (kW),Wind Exporting to Grid (kW),Battery to Grid (kW),Battery State of Charge (%),Diesel Generator Serving Load (kW)
4193,2017-06-24 16:00:00,22.2,32.8,0,14.8,,7.4,8.3,,0,9.7,,,1,
4194,2017-06-24 17:00:00,16.3,19.7,0,8.8,,7.4,8.3,,0,2.6,,,1,
4195,2017-06-24 18:00:00,1.5,7.1,0,1.5,,0,0,,0,5.6,,,1,
4196,2017-06-24 19:00:00,4.7,0.6,0,0.6,,4.1,0,,0,0,,,1,
4197,2017-06-24 20:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.9,
4198,2017-06-24 21:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.9,
4199,2017-06-24 22:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.8,
4200,2017-06-24 23:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.7,
4201,2017-06-25 00:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.7,
4202,2017-06-25 01:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.6,
4203,2017-06-25 02:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.6,
4204,2017-06-25 03:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.5,
4205,2017-06-25 04:00:00,4.8,0,0,0,,4.8,0,,0,0,,,0.5,
4206,2017-06-25 05:00:00,5.1,2.1,0,2.1,,3.1,0,,0,0,,,0.4,
4207,2017-06-25 06:00:00,9,12.1,0,9,,0,3.1,,0,0,,,0.5,
4208,2017-06-25 07:00:00,16.6,26.1,0,16.6,,0,9.5,,0,0,,,0.6,
4209,2017-06-25 08:00:00,26.3,32.5,0,26.3,,0,6.2,,0,0,,,0.6,
4210,2017-06-25 09:00:00,27.6,48.2,0,27.6,,0,15.7,,0,4.9,,,0.8,
4211,2017-06-25 10:00:00,29.6,54.3,0,29.6,,0,15.7,,0,9,,,0.9,
4212,2017-06-25 11:00:00,31,57.9,0,31,,0,11,,0,15.9,,,1,
4213,2017-06-25 12:00:00,32.4,58.7,0,24.9,,7.4,8.3,,0,25.5,,,1,
4214,2017-06-25 13:00:00,33.8,56.7,0,26.3,,7.4,8.3,,0,22.1,,,1,
4215,2017-06-25 14:00:00,35,52.3,0,27.6,,7.4,8.3,,0,16.4,,,1,
4216,2017-06-25 15:00:00,35.7,44.4,0,35.7,,0,0,,0,8.7,,,1,
4217,2017-06-25 16:00:00,36.2,33.9,2.3,33.9,,0,0,,0,0,,,1,
4218,2017-06-25 17:00:00,28.2,20.6,7.6,20.6,,0,0,,0,0,,,1,
4219,2017-06-25 18:00:00,26.6,7.3,10.7,7.3,,8.7,0,,0,0,,,0.9,
4220,2017-06-25 19:00:00,25.8,0.6,9.5,0.6,,15.7,0,,0,0,,,0.8,
4221,2017-06-25 20:00:00,9.3,0,0,0,,9.3,0,,0,0,,,0.7,
4222,2017-06-25 21:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.6,
4223,2017-06-25 22:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.6,
4224,2017-06-25 23:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.5,
4225,2017-06-26 00:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.4,
4226,2017-06-26 01:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.4,
4227,2017-06-26 02:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.3,
4228,2017-06-26 03:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.3,
4229,2017-06-26 04:00:00,4.8,0,0,0,,4.8,0,,0,0,,,0.2,
4230,2017-06-26 05:00:00,5.1,1.9,0,1.9,,3.2,0,,0,0,,,0.2,
4231,2017-06-26 06:00:00,9,12.1,0,9,,0,3.1,,0,0,,,0.2,
4232,2017-06-26 07:00:00,16.6,26.2,0,16.6,,0,9.6,,0,0,,,0.3,
4233,2017-06-26 08:00:00,26.7,38.4,0,26.7,,0,11.7,,0,0,,,0.4,
4234,2017-06-26 09:00:00,28.4,47.6,0,28.4,,0,15.7,,0,3.5,,,0.6,
4235,2017-06-26 10:00:00,30.1,53.9,0,30.1,,0,15.7,,0,8.1,,,0.7,
4236,2017-06-26 11:00:00,31.5,57.5,0,31.5,,0,15.7,,0,10.3,,,0.8,
4237,2017-06-26 12:00:00,32.9,58.2,0,32.9,,0,15.7,,0,9.6,,,1,
4238,2017-06-26 13:00:00,34.4,56.1,0,34.4,,0,1.5,,0,20.2,,,1,
4239,2017-06-26 14:00:00,35.8,51.3,0,35.8,,0,0,,0,15.5,,,1,
4240,2017-06-26 15:00:00,36.6,43.9,0,29.2,,7.4,8.3,,0,6.4,,,1,
4241,2017-06-26 16:00:00,37.2,33.1,0,33.1,,4,0,,0,0,,,1,
4242,2017-06-26 17:00:00,28.8,20.1,0,20.1,,8.7,0,,0,0,,,0.9,
4243,2017-06-26 18:00:00,26.7,7.3,3.7,7.3,,15.7,0,,0,0,,,0.7,
4244,2017-06-26 19:00:00,25.4,0.7,9,0.7,,15.7,0,,0,0,,,0.6,
4245,2017-06-26 20:00:00,9.3,0,0,0,,9.3,0,,0,0,,,0.5,
4246,2017-06-26 21:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4247,2017-06-26 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4248,2017-06-26 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4249,2017-06-27 00:00:00,5.4,0,3.3,0,,2.1,0,,0,0,,,0.4,
4250,2017-06-27 01:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.4,
4251,2017-06-27 02:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.3,
4252,2017-06-27 03:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.3,
4253,2017-06-27 04:00:00,4.8,0,0,0,,4.8,0,,0,0,,,0.2,
4254,2017-06-27 05:00:00,5.1,2.1,0,2.1,,3.1,0,,0,0,,,0.2,
4255,2017-06-27 06:00:00,9,12.3,0,9,,0,3.3,,0,0,,,0.2,
4256,2017-06-27 07:00:00,16.6,25.9,0,16.6,,0,9.3,,0,0,,,0.3,
4257,2017-06-27 08:00:00,27.4,38.1,0,27.4,,0,10.7,,0,0,,,0.4,
4258,2017-06-27 09:00:00,29.2,47.7,0,29.2,,0,15.7,,0,2.8,,,0.6,
4259,2017-06-27 10:00:00,30.9,53.9,0,30.9,,0,15.7,,0,7.3,,,0.7,
4260,2017-06-27 11:00:00,32.4,57.2,0,32.4,,0,15.7,,0,9.1,,,0.8,
4261,2017-06-27 12:00:00,33.9,58,0,33.9,,0,15.7,,0,8.4,,,1,
4262,2017-06-27 13:00:00,35.4,56.3,0,29.3,,6.2,9.5,,0,17.5,,,1,
4263,2017-06-27 14:00:00,36.7,51.4,0,29.3,,7.4,8.3,,0,13.8,,,1,
4264,2017-06-27 15:00:00,37.3,43.9,0,37.3,,0,0,,0,6.6,,,1,
4265,2017-06-27 16:00:00,37.6,33.1,0,33.1,,4.5,0,,0,0,,,1,
4266,2017-06-27 17:00:00,29.2,20.2,0,20.2,,9.1,0,,0,0,,,0.9,
4267,2017-06-27 18:00:00,27.3,7.5,4.1,7.5,,15.7,0,,0,0,,,0.7,
4268,2017-06-27 19:00:00,26.1,0.8,9.6,0.8,,15.7,0,,0,0,,,0.5,
4269,2017-06-27 20:00:00,9.3,0,0,0,,9.3,0,,0,0,,,0.5,
4270,2017-06-27 21:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4271,2017-06-27 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4272,2017-06-27 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4273,2017-06-28 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4274,2017-06-28 01:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4275,2017-06-28 02:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4276,2017-06-28 03:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4277,2017-06-28 04:00:00,4.8,0,4.8,0,,0,0,,0,0,,,0.5,
4278,2017-06-28 05:00:00,5.1,2.4,2.8,2.4,,0,0,,0,0,,,0.5,
4279,2017-06-28 06:00:00,9,5.4,3.7,5.4,,0,0,,0,0,,,0.5,
4280,2017-06-28 07:00:00,16.6,10.4,0.4,10.4,,5.7,0,,0,0,,,0.4,
4281,2017-06-28 08:00:00,28.1,13.9,0,13.9,,14.2,0,,0,0,,,0.3,
4282,2017-06-28 09:00:00,30.1,29.4,0,29.4,,0.7,0,,0,0,,,0.2,
4283,2017-06-28 10:00:00,32.2,54,0,32.2,,0,15.7,,0,6.1,,,0.4,
4284,2017-06-28 11:00:00,33.8,56.9,0,33.8,,0,15.7,,0,7.4,,,0.5,
4285,2017-06-28 12:00:00,35,57.8,0,35,,0,15.7,,0,7.1,,,0.7,
4286,2017-06-28 13:00:00,36.1,55.9,0,36.1,,0,15.7,,0,4.1,,,0.8,
4287,2017-06-28 14:00:00,37.2,51.5,0,37.2,,0,14.3,,0,0,,,0.9,
4288,2017-06-28 15:00:00,37.8,44,0,37.8,,0,6.2,,0,0,,,1,
4289,2017-06-28 16:00:00,38.1,33.4,0,33.4,,4.7,0,,0,0,,,1,
4290,2017-06-28 17:00:00,29.9,16.7,0,16.7,,13.1,0,,0,0,,,0.8,
4291,2017-06-28 18:00:00,28.1,7.5,5,7.5,,15.7,0,,0,0,,,0.7,
4292,2017-06-28 19:00:00,27.2,1.2,10.3,1.2,,15.7,0,,0,0,,,0.5,
4293,2017-06-28 20:00:00,9.3,0,0,0,,9.3,0,,0,0,,,0.4,
4294,2017-06-28 21:00:00,5.4,0,5.4,0,,0,0,,15.7,0,,,0.6,
4295,2017-06-28 22:00:00,5.4,0,5.4,0,,0,0,,15.7,0,,,0.7,
4296,2017-06-28 23:00:00,5.4,0,5.4,0,,0,0,,15.7,0,,,0.8,
4297,2017-06-29 00:00:00,5.4,0,5.4,0,,0,0,,15.7,0,,,1,
4298,2017-06-29 01:00:00,5.4,0,5.4,0,,0,0,,2.4,0,,,1,
4299,2017-06-29 02:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
4300,2017-06-29 03:00:00,5.4,0,5.4,0,,0,0,,0,0,,,1,
4301,2017-06-29 04:00:00,4.8,0,4.8,0,,0,0,,0,0,,,1,
4302,2017-06-29 05:00:00,5.4,1.2,4.1,1.2,,0,0,,0,0,,,1,
4303,2017-06-29 06:00:00,10.3,4,6.3,4,,0,0,,0,0,,,1,
4304,2017-06-29 07:00:00,19.3,8.9,10.4,8.9,,0,0,,0,0,,,1,
4305,2017-06-29 08:00:00,31,14.4,16.6,14.4,,0,0,,0,0,,,1,
4306,2017-06-29 09:00:00,32.4,20.1,9.6,20.1,,2.7,0,,0,0,,,1,
4307,2017-06-29 10:00:00,33.9,18.9,0,18.9,,15,0,,0,0,,,0.8,
4308,2017-06-29 11:00:00,35.3,27.3,0,27.3,,8,0,,0,0,,,0.7,
4309,2017-06-29 12:00:00,36.9,49.8,0,36.9,,0,12.9,,0,0,,,0.9,
4310,2017-06-29 13:00:00,38.6,56.4,0,38.6,,0,15.7,,0,2.1,,,1,
4311,2017-06-29 14:00:00,39.5,32.1,0,32.1,,7.4,0,,0,0,,,0.9,
4312,2017-06-29 15:00:00,39.2,28.5,0,28.5,,10.7,0,,0,0,,,0.8,
4313,2017-06-29 16:00:00,38.2,15.5,7.1,15.5,,15.7,0,,0,0,,,0.7,
4314,2017-06-29 17:00:00,28.3,5.6,7,5.6,,15.7,0,,0,0,,,0.5,
4315,2017-06-29 18:00:00,25.5,3,17.1,3,,5.3,0,,0,0,,,0.5,
4316,2017-06-29 19:00:00,23.7,0.7,7.3,0.7,,15.7,0,,0,0,,,0.3,
4317,2017-06-29 20:00:00,9.3,0,0,0,,9.3,0,,0,0,,,0.2,
4318,2017-06-29 21:00:00,5.4,0,5.4,0,,0,0,,15.7,0,,,0.3,
4319,2017-06-29 22:00:00,5.4,0,5.4,0,,0,0,,15.7,0,,,0.5,
4320,2017-06-29 23:00:00,5.4,0,5.4,0,,0,0,,15.7,0,,,0.6,
4321,2017-06-30 00:00:00,5.3,0,5.3,0,,0,0,,12.8,0,,,0.7,
4322,2017-06-30 01:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.7,
4323,2017-06-30 02:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.7,
4324,2017-06-30 03:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.7,
4325,2017-06-30 04:00:00,4.7,0,4.7,0,,0,0,,0,0,,,0.7,
4326,2017-06-30 05:00:00,5,2.2,2.8,2.2,,0,0,,0,0,,,0.7,
4327,2017-06-30 06:00:00,6.5,3.1,3.4,3.1,,0,0,,0,0,,,0.7,
4328,2017-06-30 07:00:00,11.8,11.1,0.7,11.1,,0,0,,0,0,,,0.7,
4329,2017-06-30 08:00:00,21.5,18.3,0,18.3,,3.1,0,,0,0,,,0.7,
4330,2017-06-30 09:00:00,30.2,23.3,0,23.3,,6.9,0,,0,0,,,0.6,
4331,2017-06-30 10:00:00,31.6,25,0,25,,6.6,0,,0,0,,,0.6,
4332,2017-06-30 11:00:00,32.8,23.1,0,23.1,,9.7,0,,0,0,,,0.5,
4333,2017-06-30 12:00:00,34.1,28.2,0,28.2,,5.9,0,,0,0,,,0.4,
4334,2017-06-30 13:00:00,35.5,38,0,35.5,,0,2.5,,0,0,,,0.4,
4335,2017-06-30 14:00:00,36.5,53.3,0,36.5,,0,15.7,,0,1.1,,,0.6,
4336,2017-06-30 15:00:00,37.1,44.9,0,37.1,,0,7.8,,0,0,,,0.7,
4337,2017-06-30 16:00:00,37.4,35.2,0,35.2,,2.2,0,,0,0,,,0.6,
4338,2017-06-30 17:00:00,25.5,21.4,0,21.4,,4.1,0,,0,0,,,0.6,
4339,2017-06-30 18:00:00,17.8,7.7,0,7.7,,10.1,0,,0,0,,,0.5,
4340,2017-06-30 19:00:00,19,0.7,2.6,0.7,,15.7,0,,0,0,,,0.3,
4341,2017-06-30 20:00:00,12.9,0,0,0,,12.9,0,,0,0,,,0.2,
4342,2017-06-30 21:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,
4343,2017-06-30 22:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,
4344,2017-06-30 23:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,
4345,2017-07-01 00:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,
4346,2017-07-01 01:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,
4347,2017-07-01 02:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,
4348,2017-07-01 03:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,
4349,2017-07-01 04:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.2,
4350,2017-07-01 05:00:00,1.5,1.8,0,1.5,,0,0.3,,0,0,,,0.2,
4351,2017-07-01 06:00:00,1.5,12.2,0,1.5,,0,10.7,,0,0,,,0.3,
4352,2017-07-01 07:00:00,6.6,26.9,0,6.6,,0,15.7,,0,4.6,,,0.4,
4353,2017-07-01 08:00:00,7.7,39.7,0,7.7,,0,15.7,,0,16.3,,,0.6,
4354,2017-07-01 09:00:00,17.1,45.1,0,17.1,,0,15.7,,0,12.3,,,0.7,
4355,2017-07-01 10:00:00,18.2,56.1,0,18.2,,0,15.7,,0,22.2,,,0.9,
4356,2017-07-01 11:00:00,25.3,59.6,0,25.3,,0,15,,0,19.3,,,1,
4357,2017-07-01 12:00:00,26.7,60.4,0,26.7,,0,0,,0,33.7,,,1,
4358,2017-07-01 13:00:00,28.6,53.6,0,21.1,,7.4,8.3,,0,24.2,,,1,
4359,2017-07-01 14:00:00,29.2,50.1,0,21.7,,7.4,8.3,,0,20.1,,,1,
4360,2017-07-01 15:00:00,28.8,45.5,0,28.8,,0,0,,0,16.7,,,1,
4361,2017-07-01 16:00:00,23.8,34.6,0,16.4,,7.4,8.3,,0,9.9,,,1,
4362,2017-07-01 17:00:00,18.1,21.1,0,18.1,,0,0,,0,3,,,1,
4363,2017-07-01 18:00:00,1.5,7.5,0,0,,1.5,1.7,,0,5.8,,,1,
4364,2017-07-01 19:00:00,4.7,0.6,0,0.6,,4.1,0,,0,0,,,1,
4365,2017-07-01 20:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.9,
4366,2017-07-01 21:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.9,
4367,2017-07-01 22:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.8,
4368,2017-07-01 23:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.7,
4369,2017-07-02 00:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.7,
4370,2017-07-02 01:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.6,
4371,2017-07-02 02:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.6,
4372,2017-07-02 03:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.5,
4373,2017-07-02 04:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.5,
4374,2017-07-02 05:00:00,5.1,1.8,0,1.8,,3.3,0,,0,0,,,0.4,
4375,2017-07-02 06:00:00,9.1,9,0,9,,0.1,0,,0,0,,,0.4,
4376,2017-07-02 07:00:00,18.6,11.3,0,11.3,,7.3,0,,0,0,,,0.4,
4377,2017-07-02 08:00:00,30.5,31.3,0,30.5,,0,0.8,,0,0,,,0.4,
4378,2017-07-02 09:00:00,31.7,49,0,31.7,,0,15.7,,0,1.6,,,0.5,
4379,2017-07-02 10:00:00,33.6,47.5,0,33.6,,0,13.9,,0,0,,,0.6,
4380,2017-07-02 11:00:00,34.7,58.7,0,34.7,,0,15.7,,0,8.3,,,0.8,
4381,2017-07-02 12:00:00,36.2,59.3,0,36.2,,0,15.7,,0,7.4,,,0.9,
4382,2017-07-02 13:00:00,37.8,57.2,0,34.4,,3.3,12.4,,0,10.4,,,1,
4383,2017-07-02 14:00:00,38.8,52.5,0,38.8,,0,0,,0,13.7,,,1,
4384,2017-07-02 15:00:00,38.4,44.9,0,31,,7.4,8.3,,0,5.6,,,1,
4385,2017-07-02 16:00:00,37.4,34.2,3.2,34.2,,0,0,,0,0,,,1,
4386,2017-07-02 17:00:00,29.7,20.8,8.8,20.8,,0,0,,0,0,,,1,
4387,2017-07-02 18:00:00,28.6,6.7,21.9,6.7,,0,0,,0,0,,,1,
4388,2017-07-02 19:00:00,27,1.1,14,1.1,,12,0,,0,0,,,0.9,
4389,2017-07-02 20:00:00,9.3,0,0,0,,9.3,0,,0,0,,,0.8,
4390,2017-07-02 21:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.7,
4391,2017-07-02 22:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.7,
4392,2017-07-02 23:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.6,
4393,2017-07-03 00:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.6,
4394,2017-07-03 01:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.5,
4395,2017-07-03 02:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.5,
4396,2017-07-03 03:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.4,
4397,2017-07-03 04:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.4,
4398,2017-07-03 05:00:00,5.1,1.6,0,1.6,,3.5,0,,0,0,,,0.3,
4399,2017-07-03 06:00:00,9.7,4.6,0,4.6,,5.2,0,,0,0,,,0.3,
4400,2017-07-03 07:00:00,19.4,20,0,19.4,,0,0.6,,0,0,,,0.3,
4401,2017-07-03 08:00:00,31.7,32.2,0,31.7,,0,0.5,,0,0,,,0.3,
4402,2017-07-03 09:00:00,33.2,47.2,0,33.2,,0,14,,0,0,,,0.4,
4403,2017-07-03 10:00:00,34.7,52.6,0,34.7,,0,15.7,,0,2.2,,,0.5,
4404,2017-07-03 11:00:00,36,55.9,0,36,,0,15.7,,0,4.2,,,0.7,
4405,2017-07-03 12:00:00,37.3,56.8,0,37.3,,0,15.7,,0,3.8,,,0.8,
4406,2017-07-03 13:00:00,38.2,50,0,38.2,,0,11.8,,0,0,,,0.9,
4407,2017-07-03 14:00:00,39.4,46.3,0,39.4,,0,6.9,,0,0,,,1,
4408,2017-07-03 15:00:00,39.6,40.7,0,39.6,,0,1.1,,0,0,,,1,
4409,2017-07-03 16:00:00,37.6,32.7,0,32.7,,4.8,0,,0,0,,,1,
4410,2017-07-03 17:00:00,27.2,19.9,0,19.9,,7.3,0,,0,0,,,0.9,
4411,2017-07-03 18:00:00,24.8,7.4,1.7,7.4,,15.7,0,,0,0,,,0.7,
4412,2017-07-03 19:00:00,24.6,0.7,8.2,0.7,,15.7,0,,0,0,,,0.6,
4413,2017-07-03 20:00:00,9.3,0,0,0,,9.3,0,,0,0,,,0.5,
4414,2017-07-03 21:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4415,2017-07-03 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4416,2017-07-03 23:00:00,5.4,0,5.1,0,,0.4,0,,0,0,,,0.5,
4417,2017-07-04 00:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.4,
4418,2017-07-04 01:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.4,
4419,2017-07-04 02:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.3,
4420,2017-07-04 03:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.3,
4421,2017-07-04 04:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.2,
4422,2017-07-04 05:00:00,1.5,1.9,0,1.5,,0,0.4,,0,0,,,0.2,
4423,2017-07-04 06:00:00,1.5,4.8,0,1.5,,0,3.3,,0,0,,,0.2,
4424,2017-07-04 07:00:00,6.5,11.2,0,6.5,,0,4.7,,0,0,,,0.3,
4425,2017-07-04 08:00:00,6.6,32,0,6.6,,0,15.7,,0,9.7,,,0.4,
4426,2017-07-04 09:00:00,15.8,38.1,0,15.8,,0,15.7,,0,6.6,,,0.6,
4427,2017-07-04 10:00:00,17.1,53.5,0,17.1,,0,15.7,,0,20.7,,,0.7,
4428,2017-07-04 11:00:00,24.3,56.9,0,24.3,,0,15.7,,0,16.9,,,0.8,
4429,2017-07-04 12:00:00,25.6,57.7,0,25.6,,0,15.7,,0,16.4,,,1,
4430,2017-07-04 13:00:00,26.8,56,0,20.3,,6.5,9.2,,0,26.5,,,1,
4431,2017-07-04 14:00:00,25.3,47,0,25.3,,0,0,,0,21.7,,,1,
4432,2017-07-04 15:00:00,23.5,40,0,16,,7.4,8.3,,0,15.7,,,1,
4433,2017-07-04 16:00:00,16.4,27.2,0,9,,7.4,8.3,,0,9.9,,,1,
4434,2017-07-04 17:00:00,9.4,16.4,0,2,,7.4,8.3,,0,6.1,,,1,
4435,2017-07-04 18:00:00,1.5,6.3,0,0,,1.5,1.7,,0,4.6,,,1,
4436,2017-07-04 19:00:00,4.7,0.6,0,0.6,,4.1,0,,0,0,,,1,
4437,2017-07-04 20:00:00,5.3,0,0,0,,5.3,0,,0,0,,,0.9,
4438,2017-07-04 21:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.9,
4439,2017-07-04 22:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.9,
4440,2017-07-04 23:00:00,5.3,0,5.3,0,,0,0,,0,0,,,0.9,
4441,2017-07-05 00:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.9,
4442,2017-07-05 01:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.9,
4443,2017-07-05 02:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.9,
4444,2017-07-05 03:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.9,
4445,2017-07-05 04:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.9,
4446,2017-07-05 05:00:00,5.1,0.6,4.6,0.6,,0,0,,0,0,,,0.9,
4447,2017-07-05 06:00:00,9,8.3,0.7,8.3,,0,0,,0,0,,,0.9,
4448,2017-07-05 07:00:00,16.6,9.1,7.5,9.1,,0,0,,0,0,,,0.9,
4449,2017-07-05 08:00:00,27.1,14.5,0,14.5,,12.6,0,,0,0,,,0.8,
4450,2017-07-05 09:00:00,29,21.4,0,21.4,,7.6,0,,0,0,,,0.7,
4451,2017-07-05 10:00:00,30.7,26.4,0,26.4,,4.3,0,,0,0,,,0.7,
4452,2017-07-05 11:00:00,31.9,27.3,0,27.3,,4.7,0,,0,0,,,0.6,
4453,2017-07-05 12:00:00,33.3,31.7,0,31.7,,1.6,0,,0,0,,,0.6,
4454,2017-07-05 13:00:00,34.4,58.2,0,34.4,,0,15.7,,0,8.1,,,0.7,
4455,2017-07-05 14:00:00,35.5,52.7,0,35.5,,0,15.7,,0,1.5,,,0.9,
4456,2017-07-05 15:00:00,36,45.1,0,36,,0,9.1,,0,0,,,1,
4457,2017-07-05 16:00:00,35,34.2,0,34.2,,0.8,0,,0,0,,,1,
4458,2017-07-05 17:00:00,26.2,20.8,0,20.8,,5.5,0,,0,0,,,0.9,
4459,2017-07-05 18:00:00,25.1,7.5,1.9,7.5,,15.7,0,,0,0,,,0.7,
4460,2017-07-05 19:00:00,24.8,0.7,8.4,0.7,,15.7,0,,0,0,,,0.6,
4461,2017-07-05 20:00:00,9.3,0,0,0,,9.3,0,,0,0,,,0.5,
4462,2017-07-05 21:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4463,2017-07-05 22:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4464,2017-07-05 23:00:00,5.4,0,5.4,0,,0,0,,0,0,,,0.5,
4465,2017-07-06 00:00:00,5.4,0,4.1,0,,1.4,0,,0,0,,,0.5,
4466,2017-07-06 01:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.4,
4467,2017-07-06 02:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.4,
4468,2017-07-06 03:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.3,
4469,2017-07-06 04:00:00,5.4,0,0,0,,5.4,0,,0,0,,,0.3,
4470,2017-07-06 05:00:00,5.1,1.7,0,1.7,,3.4,0,,0,0,,,0.2,
4471,2017-07-06 06:00:00,9,7.9,0,7.9,,1.1,0,,0,0,,,0.2,
4472,2017-07-06 07:00:00,17,15.6,0,15.6,,1.4,0,,0,0,,,0.2,
4473,2017-07-06 08:00:00,29.6,31.9,0,29.6,,0,2.3,,0,0,,,0.2,
4474,2017-07-06 09:00:00,31.3,37.2,0,31.3,,0,5.9,,0,0,,,0.3,
4475,2017-07-06 10:00:00,32.9,55.7,0,32.9,,0,15.7,,0,7.1,,,0.4,
4476,2017-07-06 11:00:00,34.3,58.7,0,34.3,,0,15.7,,0,8.7,,,0.6,
4477,2017-07-06 12:00:00,35.7,59.4,0,35.7,,0,15.7,,0,8,,,0.7,
4478,2017-07-06 13:00:00,36.5,57.5,0,36.5,,0,15.7,,0,5.3,,,0.8,
4479,2017-07-06 14:00:00,37.3,52.6,0,37.3,,0,15.3,,0,0,,,1,
4480,2017-07-06 15:00:00,37.8,44.8,0,37.8,,0,2.6,,0,4.4,,,1,
4481,2017-07-06 16:00:00,37.9,34,0,34,,4,0,,0,0,,,1,
4482,2017-07-06 17:00:00,30,20.7,0,20.7,,9.3,0,,0,0,,,0.9,
4483,2017-07-06 18:00:00,28.6,7.6,5.3,7.6,,15.7,0,,0,0,,,0.7,
